id,signature,abi,type,namespace,name,created_at
0x6ba6bbc2,"getRollbackEntryAtIndex(bytes4,uint256)","{""name"":""getRollbackEntryAtIndex"",""type"":""function"",""inputs"":[{""name"":""selector"",""type"":""bytes4"",""internalType"":""bytes4""},{""name"":""idx"",""type"":""uint256"",""internalType"":""uint256""}],""outputs"":[{""name"":""impl"",""type"":""address"",""internalType"":""address""}],""stateMutability"":""view""}",function_call,zeroex,ExchangeProxy,2023-07-21 11:23:51.850 UTC
0x565a2e2c,getBeneficiary(),"{""inputs"":[],""name"":""getBeneficiary"",""outputs"":[{""internalType"":""address"",""name"":"""",""type"":""address""}],""stateMutability"":""view"",""type"":""function""}",function_call,zeroex,ZeroExProxy,2023-07-21 11:23:51.850 UTC
0x571ac8b0,approveMax(address),"{""inputs"":[{""internalType"":""address"",""name"":""token"",""type"":""address""}],""name"":""approveMax"",""outputs"":[],""stateMutability"":""payable"",""type"":""function""}",function_call,uniswap_v3,SwapRouter02,2023-07-21 11:23:51.850 UTC
0xda87e448,"addRemoteTokenMessenger(uint32,bytes32)","{""name"":""addRemoteTokenMessenger"",""type"":""function"",""inputs"":[{""name"":""domain"",""type"":""uint32"",""internalType"":""uint32""},{""name"":""tokenMessenger"",""type"":""bytes32"",""internalType"":""bytes32""}],""outputs"":[],""stateMutability"":""nonpayable""}",function_call,circle,TokenMessenger,2023-07-21 11:23:51.850 UTC
0xe475e580d85111348e40d8ca33cfdd74c30fe1655c2d8537a13abc10065ffa5a,RescuerChanged(address),"{""name"":""RescuerChanged"",""type"":""event"",""inputs"":[{""name"":""newRescuer"",""type"":""address"",""indexed"":true,""internalType"":""address""}],""anonymous"":false}",event,circle,TokenMinter,2023-07-21 11:23:51.850 UTC
0x2a2d80d1,"permit(address,((address,uint160,uint48,uint48)[],address,uint256),bytes)","{""name"":""permit"",""type"":""function"",""inputs"":[{""name"":""owner"",""type"":""address"",""internalType"":""address""},{""name"":""permitBatch"",""type"":""tuple"",""components"":[{""name"":""details"",""type"":""tuple[]"",""components"":[{""name"":""token"",""type"":""address"",""internalType"":""address""},{""name"":""amount"",""type"":""uint160"",""internalType"":""uint160""},{""name"":""expiration"",""type"":""uint48"",""internalType"":""uint48""},{""name"":""nonce"",""type"":""uint48"",""internalType"":""uint48""}],""internalType"":""struct IAllowanceTransfer.PermitDetails[]""},{""name"":""spender"",""type"":""address"",""internalType"":""address""},{""name"":""sigDeadline"",""type"":""uint256"",""internalType"":""uint256""}],""internalType"":""struct IAllowanceTransfer.PermitBatch""},{""name"":""signature"",""type"":""bytes"",""internalType"":""bytes""}],""outputs"":[],""stateMutability"":""nonpayable""}",function_call,uniswap_v3,Permit2,2023-07-21 11:23:51.850 UTC
0xccb45da8d5717e6c4544694297c4ba5cf151d455c9bb0ed4fc7a38411bc05461,"ProposalThresholdSet(uint256,uint256)","{""name"":""ProposalThresholdSet"",""type"":""event"",""inputs"":[{""name"":""oldProposalThreshold"",""type"":""uint256"",""indexed"":false,""internalType"":""uint256""},{""name"":""newProposalThreshold"",""type"":""uint256"",""indexed"":false,""internalType"":""uint256""}],""anonymous"":false}",event,zeroex,ZeroExTreasuryGovernor,2023-07-21 11:23:51.850 UTC
0x02a251a3,votingPeriod(),"{""name"":""votingPeriod"",""type"":""function"",""inputs"":[],""outputs"":[{""name"":"""",""type"":""uint256"",""internalType"":""uint256""}],""stateMutability"":""view""}",function_call,zeroex,ZeroExTreasuryGovernor,2023-07-21 11:23:51.850 UTC
0x0f3b31b2,"multiplexMultiHopSellTokenForToken(address[],(uint8,bytes)[],uint256,uint256)","{""name"":""multiplexMultiHopSellTokenForToken"",""type"":""function"",""inputs"":[{""name"":""tokens"",""type"":""address[]"",""internalType"":""address[]""},{""name"":""calls"",""type"":""tuple[]"",""components"":[{""name"":""id"",""type"":""uint8"",""internalType"":""enum IMultiplexFeature.MultiplexSubcall""},{""name"":""data"",""type"":""bytes"",""internalType"":""bytes""}],""internalType"":""struct IMultiplexFeature.MultiHopSellSubcall[]""},{""name"":""sellAmount"",""type"":""uint256"",""internalType"":""uint256""},{""name"":""minBuyAmount"",""type"":""uint256"",""internalType"":""uint256""}],""outputs"":[{""name"":""boughtAmount"",""type"":""uint256"",""internalType"":""uint256""}],""stateMutability"":""nonpayable""}",function_call,zeroex,ExchangeProxy,2023-07-21 11:23:51.850 UTC
0xd74f8edd,MAX_OWNER_COUNT(),"{""name"":""MAX_OWNER_COUNT"",""type"":""function"",""inputs"":[],""outputs"":[{""name"":"""",""type"":""uint256""}],""payable"":false,""constant"":true,""stateMutability"":""view""}",function_call,zeroex,AssetProxyOwner,2023-07-21 11:23:51.850 UTC
0x117e3210bb9aa7d9baff172026820255c6f6c30ba8999d1c2fd88e2848137c4e,UnBlacklisted(address),"{""name"":""UnBlacklisted"",""type"":""event"",""inputs"":[{""name"":""_account"",""type"":""address"",""indexed"":true,""internalType"":""address""}],""anonymous"":false}",event,circle,EuroC,2023-07-21 11:23:51.850 UTC
0x23b872dd,"transferFrom(address,address,uint256)","{""inputs"":[{""internalType"":""address"",""name"":""from"",""type"":""address""},{""internalType"":""address"",""name"":""to"",""type"":""address""},{""internalType"":""uint256"",""name"":""value"",""type"":""uint256""}],""name"":""transferFrom"",""outputs"":[{""internalType"":""bool"",""name"":"""",""type"":""bool""}],""stateMutability"":""nonpayable"",""type"":""function""}",function_call,cadc,FiatTokenV2,2023-07-21 11:23:51.850 UTC
0x40e58ee5,cancel(uint256),"{""constant"":false,""inputs"":[{""internalType"":""uint256"",""name"":""proposalId"",""type"":""uint256""}],""name"":""cancel"",""outputs"":[],""payable"":false,""stateMutability"":""nonpayable"",""type"":""function""}",function_call,uniswap_v3,GovernorBravoDelegate,2023-07-21 11:23:51.850 UTC
0xf7c3a33b,getAllowanceTarget(),"{""inputs"":[],""name"":""getAllowanceTarget"",""outputs"":[{""internalType"":""address"",""name"":"""",""type"":""address""}],""stateMutability"":""view"",""type"":""function""}",function_call,zeroex,ZeroExProxy,2023-07-21 11:23:51.850 UTC
0x30adf81f,PERMIT_TYPEHASH(),"{""name"":""PERMIT_TYPEHASH"",""type"":""function"",""inputs"":[],""outputs"":[{""name"":"""",""type"":""bytes32"",""internalType"":""bytes32""}],""stateMutability"":""view""}",function_call,circle,EuroC,2023-07-21 11:23:51.850 UTC
0x134008d3,"execute(address,uint256,bytes,bytes32,bytes32)","{""name"":""execute"",""type"":""function"",""inputs"":[{""name"":""target"",""type"":""address"",""internalType"":""address""},{""name"":""value"",""type"":""uint256"",""internalType"":""uint256""},{""name"":""payload"",""type"":""bytes"",""internalType"":""bytes""},{""name"":""predecessor"",""type"":""bytes32"",""internalType"":""bytes32""},{""name"":""salt"",""type"":""bytes32"",""internalType"":""bytes32""}],""outputs"":[],""stateMutability"":""payable""}",function_call,zeroex,ZeroExTimelock,2023-07-21 11:23:51.850 UTC
0x544ffc9c,proposalVotes(uint256),"{""name"":""proposalVotes"",""type"":""function"",""inputs"":[{""name"":""proposalId"",""type"":""uint256"",""internalType"":""uint256""}],""outputs"":[{""name"":""againstVotes"",""type"":""uint256"",""internalType"":""uint256""},{""name"":""forVotes"",""type"":""uint256"",""internalType"":""uint256""},{""name"":""abstainVotes"",""type"":""uint256"",""internalType"":""uint256""}],""stateMutability"":""view""}",function_call,zeroex,ZeroExProtocolGovernor,2023-07-21 11:23:51.850 UTC
